"canonical_id","canonical_name","detloc","facility_address","facility_city","facility_state","facility_zip","facility_type_detailed","facility_type_wiki","id_range","type_detailed_corrected","type_grouped_corrected"
3010,"Maricopa Medical Center","MCMEDAZ","1035 E Jefferson St, Suite B, Phoenix, Arizona","Phoenix","AZ","85038",NA,"Medical Facility","medical","Hospital","Medical"
3011,"Mountain Vista Med Ctr","MVMCMAZ","1301 South Crismon Road","Mesa","AZ","85209",NA,"Medical Facility","medical","Hospital","Medical"
3012,"St. Joseph's Hospital & Med. Cen.","STJOSAZ","350 West Thomas Rd","Phoenix","AZ","85013",NA,"Medical Facility","medical","Hospital","Medical"
3013,"St Mary's Hospital","STMARAZ","1601 West Saint Marys Road","Tucson","AZ","85745",NA,"Medical Facility","medical","Hospital","Medical"
3014,"Valleywise Health Med Ctr","VWHMCAZ","2601 E Roosevelt St","Phoenix","AZ","85008",NA,"Medical Facility","medical","Hospital","Medical"
3015,"Yuma Regional Med Ctr","YRMDCAZ","2400 S Avenue A","Yuma","AZ","85364",NA,"Medical Facility","medical","Hospital","Medical"
3016,"Adventist Health Bakersfield","ADVHBCA","2615 Chester Avenue","Bakersfield","CA","93301",NA,"Medical Facility","medical","Hospital","Medical"
3017,"Adventist Health Delano","ADVHDCA","1401 Garces Highway","Delano","CA","93215",NA,"Medical Facility","medical","Hospital","Medical"
3018,"Anaheim Global Medical Center","AGMDCCA","1025 S Anaheim Blvd","Anaheim","CA","92805",NA,"Medical Facility","medical","Hospital","Medical"
3019,"Alvarado Parkway Institute","APIBHCA","7050 Parkway Dr","La Mesa","CA","91942",NA,"Medical Facility","medical","Hospital","Medical"
3020,"Arrowhead Regional Med Center","ARRMCCA","400 N. Pepper Avenue","Colton","CA","92324",NA,"Medical Facility","medical","Hospital","Medical"
3021,"Contra Costa Reg Med Ctr","CCRMCCA","2500 Alhambra Ave","Martinez","CA","94553",NA,"Medical Facility","medical","Medical","Medical"
3022,"Community Reg Med Center","CRMCFCA","2823 Fresno Street","Fresno","CA","93721",NA,"Medical Facility","medical","Hospital","Medical"
3023,"Desert Valley Hospital","DSRTVCA","16850 Bear Valley Road","Victorville","CA","92395",NA,"Medical Facility","medical","Hospital","Medical"
3024,"El Centro Regional Med Ctr","ECRMCCA","1415 Ross Ave","El Centro","CA","92243",NA,"Medical Facility","medical","Hospital","Medical"
3025,"Enloe Medical Center","ENLMCCA","1531 Esplanade","Chico","CA","95926",NA,"Medical Facility","medical","Hospital","Medical"
3026,"Kern Medical Hospital","KERNHCA","1700 Mount Vernon Ave","Bakersfield","CA","93306",NA,"Medical Facility","medical","Hospital","Medical"
3027,"Loma Linda University Med Center","LLUMCCA","11234 Anderson Street","Loma Linda","CA","92354",NA,"Medical Facility","medical","Hospital","Medical"
3028,"Mercy Hosp Downtown Bakersfield","MEHOSCA","2215 Truxtun Ave","Bakersfield","CA","93301",NA,"Medical Facility","medical","Hospital","Medical"
3029,"Mercy Medical Ctr Redding","MEMCRCA","2175 Rosaline Ave","Redding","CA","96001",NA,"Medical Facility","medical","Hospital","Medical"
3030,"Memorial Hospital Bakersfield","MEMHOCA","420 34th Street","Bakersfield","CA","93301",NA,"Medical Facility","medical","Hospital","Medical"
3031,"Marian Regional Medical Center","MRMCSCA","1400 E Church St","Santa Maria","CA","93454",NA,"Medical Facility","medical","Medical","Medical"
3032,"Orange Co Global Medical Center","OGCMCCA","1001 N Tustin Ave","Santa Ana","CA","92705",NA,"Medical Facility","medical","Hospital","Medical"
3033,"Palmdale Regional Medical Center","PLRMCCA","38600 Medical Center Dr","Palmdale","CA","93551",NA,"Medical Facility","medical","Hospital","Medical"
3034,"Paradise Valley Hospital","PVLYHCA","2400 East Fourth Street","National City","CA","91950",NA,"Medical Facility","medical","Hospital","Medical"
3035,"Sharp Chula Vista Medical Center","SCVMCCA","751 Medical Center Ct","Chula Vista","CA","91911",NA,"Medical Facility","medical","Hospital","Medical"
3036,"St John's Hospital Camarillo","STJHCCA","2309 Antonio Ave.","Camarillo","CA","93010",NA,"Medical Facility","medical","Medical","Medical"
3037,"St Mary Medical Center","STMARCA","18300 California 18","Apple Valley","CA","92307",NA,"Medical Facility","medical","Hospital","Medical"
3038,"Sutter Med Ctr Sacramento","SUTMCCA","1020 29th Street","Sacramento","CA","95816",NA,"Medical Facility","medical","Medical","Medical"
3039,"Unv California San Diego Hospital","UCSDHCA","200 West Arbor Drive","San Diego","CA","92103",NA,"Medical Facility","medical","Hospital","Medical"
3040,"UC San Diego Medical Center","UCSDMCA","200 West Arbor Drive","San Diego","CA","92103",NA,"Medical Facility","medical","Hospital","Medical"
3041,"Victor Valley Global Med Center","VVGMCCA","15248 Eleventh Street","Victorville","CA","92395",NA,"Medical Facility","medical","Hospital","Medical"
3042,"White Memorial Hospital","WMHOSCA","1720 E Cesar Chavez","Los Angeles","CA","90033",NA,"Medical Facility","medical","Hospital","Medical"
3043,"Denver Health Medical Center","DNHMCCO","777 Bannock Street","Denver","CO","80204",NA,"Medical Facility","medical","Hospital","Medical"
3044,"Highlands Behavioral Health","HGHBECO","8565 Poplar Way","Littleton","CO","80130",NA,"Medical Facility","medical","Hospital","Medical"
3045,"Saint Joseph Hospital","STJOSCO","1375 E 19th Ave","Denver","CO","80218",NA,"Medical Facility","medical","Hospital","Medical"
3046,"Uchealth Unv Hosp Of Co","UCHUHCO","12605 E 16th Ave","Aurora","CO","80045",NA,"Medical Facility","medical","Hospital","Medical"
3047,"Atlantic Shores Hospital","ASHRSFL","4545 North Federal Highway","Fort Lauderdale","FL","33308",NA,"Medical Facility","medical","Hospital","Medical"
3048,"Broward General Medical Center","BRGMCFL","1600 South Andrews Avenue","Ft. Lauderdale","FL","33316",NA,"Medical Facility","medical","Hospital","Medical"
3049,"Columbia Kendal Hospital","CKHOSFL","11750 S.W. Bird Rd.","Miami","FL","33175",NA,"Medical Facility","medical","Hospital","Medical"
3050,"Ed Fraser Memorial Hospital","EFMHMFL","159 N 3rd St","Macclenny","FL","32063",NA,"Medical Facility","medical","Hospital","Medical"
3051,"Ft Lauderdale Behavor Hlth Ctr","FLBHCFL","5757 N Dixie Hwy","Oakland Park","FL","33334",NA,"Medical Facility","medical","Hospital","Medical"
3052,"Fort Lauderdale Hospital","FLHOSFL","1601 E Las Olas Blvd","Fort Lauderdale","FL","33301",NA,"Medical Facility","medical","Hospital","Medical"
3053,"HCA Florida Memorial Hospital","HCAFMFL","3625 University Blvd S","Jacksonville","FL","32216",NA,"Medical Facility","medical","Hospital","Medical"
3054,"Jackson Memorial Hospital","JMHOSFL","1611 N.W. 12th Ave","Miami","FL","33136",NA,"Medical Facility","medical","Hospital","Medical"
3055,"Lakeside Medical Center","LAKMCFL","39200 Hooker Highway","Belle Glade","FL","33430",NA,"Medical Facility","medical","Hospital","Medical"
3056,"Larkin Behavioral Health Svcs","LRKBHFL","1201 N 37th Ave","Hollywood","FL","33021",NA,"Medical Facility","medical","Hospital","Medical"
3057,"Larkin Hospital","LRKNHFL","6129 SW 70th St","South Miami","FL","33143",NA,"Medical Facility","medical","Hospital","Medical"
3058,"Memorial Regional Hosp.","MEMRHFL","3501 Johnson Street","Hollywood","FL","33021",NA,"Medical Facility","medical","Hospital","Medical"
3059,"Mercy Hospital","MERCYFL","3663 S Miami Ave","Miami","FL","33133",NA,"Medical Facility","medical","Hospital","Medical"
3060,"North Broward Medical Center","NBRMCFL","201 East Sample Road","Pompano Beach","FL","33060",NA,"Medical Facility","medical","Hospital","Medical"
3061,"Palms West Hospital","PWHOSFL","13001 Southern Blvd","Loxahatchee","FL","33470",NA,"Medical Facility","medical","Hospital","Medical"
3062,"University Of Miami Hospital","UMIAHFL","1400 NW 12th Ave","Miami","FL","33136",NA,"Medical Facility","medical","Hospital","Medical"
3063,"West Kendall Baptist Hosp","WKBHMFL","9555 SW 162 Court","Miami","FL","33196",NA,"Medical Facility","medical","Hospital","Medical"
3064,"West Miami Dade Bapt Health Emerg","WMDBHFL","14150 SW 136th St","Miami","FL","33186",NA,"Medical Facility","medical","Hospital","Medical"
3065,"Grady Memorial Hospital","GMHATGA","80 Jesse Hill Jr Dr SE","Atlanta","GA","30303",NA,"Medical Facility","medical","Hospital","Medical"
3066,"Piedmount Columbus Reg Midtown MC","PCRMMGA","710 Center St","Columbus","GA","31901",NA,"Medical Facility","medical","Hospital","Medical"
3067,"Phoebe Sumter Med Ctr","PHOSMGA","126 Us-280","Americus","GA","31719",NA,"Medical Facility","medical","Hospital","Medical"
3068,"Phoebe Putney Memorial Hosp","PHPMHGA","417 W Third Ave","Albany","GA","31701",NA,"Medical Facility","medical","Hospital","Medical"
3069,"St Francis Hospital","STFRHGA","2122 Manchester Expy","Columbus","GA","31904",NA,"Medical Facility","medical","Hospital","Medical"
3070,"Guam Memorial Hospital","GUAMHGU","850 Gov Carlos G Camacho Rd.","Tamuning","GU","96913",NA,"Medical Facility","medical","Medical","Medical"
3071,"Adventist Health Castle","ADVHCHI","640 Ulukahiki St.","Kailua","HI","96734",NA,"Medical Facility","medical","Medical","Medical"
3072,"Queen's Medical Center","QUEMCHI","1301 Punchbowl St","Honolulu","HI","96813",NA,"Medical Facility","medical","Hospital","Medical"
3073,"Chi Health Mercy Council Bluffs","CHIHMIA","800 Mercy Dr","Council Bluffs","IA","51503",NA,"Medical Facility","medical","Hospital","Medical"
3074,"Mercy Med Ctr Cedar Rapid","MMCCRIA","701 10th St SE","Cedar Rapids","IA","52403",NA,"Medical Facility","medical","Medical","Medical"
3075,"Unity Point Hlth St Lukes Hosp","UPSLHIA","1026 A Ave NE","Cedar Rapids","IA","52402",NA,"Medical Facility","medical","Hospital","Medical"
3076,"Unitypoint Hlth St Lukes Hosp SXC","UPSLSIA","2720 Stone Park Boulevard","Sioux City","IA","51104",NA,"Medical Facility","medical","Medical","Medical"
3077,"Centegra Hospital","CNTGRIL","3701 Doty St","Woodstock","IL","60098",NA,"Medical Facility","medical","Hospital","Medical"
3078,"Loyola Center For Health","LYOLAIL","1211 W Roosevelt Rd","Maywood","IL","60153",NA,"Medical Facility","medical","Hospital","Medical"
3079,"Uchicago Medicine Hospital Chicago","UCCHIIL","5841 S Maryland Ave","Chicago","IL","60637",NA,"Medical Facility","medical","Medical","Medical"
3080,"Uchicago Medicine Ingalls Memorial","UCHRVIL","1 Ingalls Dr","Harvey","IL","60426",NA,"Medical Facility","medical","Medical","Medical"
3081,"Eskenazi Health","ESKHLIN","720 Eskenazi Avenue","Indianapolis","IN","46202",NA,"Medical Facility","medical","Medical","Medical"
3082,"Parkview Regional Medical Center","PKMEDIN","11109 Parkview Plaza Dr","Fort Wayne","IN","46845",NA,"Medical Facility","medical","Medical","Medical"
3083,"Parkview Hospital Randallia","PVHOSIN","2200 Randallia Dr","Fort Wayne","IN","46805",NA,"Medical Facility","medical","Medical","Medical"
3084,"Union Hospital","UHOSPIN","1606 N 7th St","Terre Haute","IN","47804",NA,"Medical Facility","medical","Hospital","Medical"
3085,"Providence Medical Group","PRVMDKS","8929 Parallel Pkwy","Kansas City","KS","66112",NA,"Medical Facility","medical","Medical","Medical"
3086,"Beth Israel Deaconess Hosp","BIDHPMA","330 Brookline Avenue","Boston","MA","02215",NA,"Medical Facility","medical","Hospital","Medical"
3087,"Lahey Hospital & Med Ctr","LHMCBMA","41 Mall Road","Burlington","MA","01803",NA,"Medical Facility","medical","Hospital","Medical"
3088,"Lemuel Shattuck Hospital","LSHOSMA","170 Morton Street","Jamaica Plain","MA","02130",NA,"Medical Facility","medical","Hospital","Medical"
3089,"South Shore Hospital","SSHSWMA","55 Fogg Rd","South Weymouth","MA","02190",NA,"Medical Facility","medical","Hospital","Medical"
3090,"UMass Memorial Medical Center","UMASSMA","55 Lake Ave N","Worcester","MA","01655",NA,"Medical Facility","medical","Medical","Medical"
3091,"Univ of Maryland Medical Center","UNMEDMD","22 S Greene St.","Baltimore","MD","21201",NA,"Medical Facility","medical","Medical","Medical"
3092,"Bronson Battle Creek Hosp","BBCHPMI","300 North Ave.","Battle Creek","MI","49017",NA,"Medical Facility","medical","Hospital","Medical"
3093,"Bronson Methodist Hospital","BROHOMI","601 John St.","Kalamazoo","MI","49007",NA,"Medical Facility","medical","Hospital","Medical"
3094,"Corewell Hlth Gr Hosp-Butterworth","BTSHOMI","100 Michigan St NE","Grand Rapids","MI","49503",NA,"Medical Facility","medical","Medical","Medical"
3095,"Henry Ford Hospital","HNYHOMI","2799 W Grand Blvd","Detroit","MI","48202",NA,"Medical Facility","medical","Hospital","Medical"
3096,"Munson Healthcare Cadillac Hosp","MHCHSMI","400 Hobart St","Cadillac","MI","49601",NA,"Medical Facility","medical","Medical","Medical"
3097,"McLaren Port Huron Hosp","MLPHHMI","1221 Pine Grove Avenue","Port Huron","MI","48060",NA,"Medical Facility","medical","Hospital","Medical"
3098,"Mymichigan Medical Center Sault","MMMCSMI","500 Osborn Blvd","Sault Ste. Marie","MI","49783",NA,"Medical Facility","medical","Medical","Medical"
3099,"Promedica Monroe Reg Hosp","PMMRHMI","718 N Macomb St","Monroe","MI","48162",NA,"Medical Facility","medical","Medical","Medical"
3100,"Centracare Rice Memorial Hosp","CCRMHMN","301 Becker Ave SW","Willmar","MN","56201",NA,"Medical Facility","medical","Hospital","Medical"
3101,"Hennepin County Med Ctr","HCMCMMN","730 South 8th Street","Minneapolis","MN","55415",NA,"Medical Facility","medical","Medical","Medical"
3102,"Mayo Clinic Health Sys Albert Lea","MCHALMN","404 W Fountain St","Albert Lea","MN","56007",NA,"Medical Facility","medical","Hospital","Medical"
3103,"M Health Fairview Southdale Hosp","MHFSHMN","6401 France Ave S","Edina","MN","55435",NA,"Medical Facility","medical","Hospital","Medical"
3104,"Mercy Hospital","MRYHPMN","4050 Coon Rapids Blvd","Coon Rapids","MN","55433",NA,"Medical Facility","medical","Medical","Medical"
3105,"Mayo Clinic Health Sys - Mankato","MYOMKMN","1025 Marsh St","Mankato","MN","56001",NA,"Medical Facility","medical","Medical","Medical"
3106,"Coxhealth Medical Center South","COXMEMO","3801 South National Ave.","Springfield","MO","65807",NA,"Medical Facility","medical","Medical","Medical"
3107,"Mercy Hospital South","MRYHOMO","10114 Kennerly Road","Saint Louis","MO","63128",NA,"Medical Facility","medical","Medical","Medical"
3108,"Phelps Health Hospital","PHELSMO","1000 W 10th St","Rolla","MO","65401",NA,"Medical Facility","medical","Medical","Medical"
3109,"Commonwealth Healthcare Corp","CWHCCMP","1178 Hinemlu St","Saipan","MP",NA,NA,"Medical Facility","medical","Hospital","Medical"
3110,"Altru Hospital Grand Forks","AHGRFND","1200 S Columbia Rd","Grand Forks","ND","58201",NA,"Medical Facility","medical","Medical","Medical"
3111,"Chi Health Midlands Hospital","MDLNDNE","11111 S 84th St","Papillion","NE","68046",NA,"Medical Facility","medical","Medical","Medical"
3112,"Nebraska Med Ctr Omaha","NMCOMNE","4350 Dewey Ave","Omaha","NE","68105",NA,"Medical Facility","medical","Hospital","Medical"
3113,"Wentworth Douglas Hospital","WWDHDNH","789 Central Avenue","Dover","NH","03820",NA,"Medical Facility","medical","Hospital","Medical"
3114,"Plaza Healthcare Rehab Center","PHRCENJ","456 Rahway Avenue","Elizabeth","NJ","07202",NA,"Medical Facility","medical","Medical","Medical"
3115,"Trinitas Regional Med Ctr","TRRMCNJ","225 Williamson Street","Elizabeth","NJ","07207",NA,"Medical Facility","medical","Hospital","Medical"
3116,"University Hospital","UNIVHNJ","150 Bergen Street","Newark","NJ","07103",NA,"Medical Facility","medical","Hospital","Medical"
3117,"Cibola General Hospital","CIBOGNM","1016 E Roosevelt Ave","Grants","NM","87020",NA,"Medical Facility","medical","Hospital","Medical"
3118,"Presbyterian Hosp Abq","PRSHANM","1100 Central Ave SE","Albuquerque","NM","87106",NA,"Medical Facility","medical","Hospital","Medical"
3119,"University of New Mexico Hospital","UNMHANM","2211 Lomas Blvd NE","Albuquerque","NM","87106",NA,"Medical Facility","medical","Hospital","Medical"
3120,"Desert View Hospital","DVHSPNV","360 S Lola Ln","Pahrump","NV","89048",NA,"Medical Facility","medical","Hospital","Medical"
3121,"Henderson Hospital","HDHSPNV","1050 W Galleria Dr","Henderson","NV","89011",NA,"Medical Facility","medical","Hospital","Medical"
3122,"Northern Nevada Med Ctr","NNVMCNV","2375 E Prater Way","Sparks","NV","89434",NA,"Medical Facility","medical","Hospital","Medical"
3123,"Summerlin Hospital Medical Center","SHMCHNV","657 N Town Center Dr","Las Vegas","NV","89144",NA,"Medical Facility","medical","Medical","Medical"
3124,"University Medical Center","UMCLVNV","1800 W Charleston Blvd","Las Vegas","NV","89102",NA,"Medical Facility","medical","Medical","Medical"
3125,"Bellevue Hospital, Manhat","BEHOSNY","462 1st Avenue","New York","NY","10016",NA,"Medical Facility","medical","Hospital","Medical"
3126,"Buffalo General Hospital","BFLHPNY","100 High Street","Buffalo","NY","14203",NA,"Medical Facility","medical","Medical","Medical"
3127,"Erie County Medical Center","ECMCBNY","462 Grider Street","Buffalo","NY","14215",NA,"Medical Facility","medical","Hospital","Medical"
3128,"Jamaica Hospital Med Ctr","JHMCJNY","8900 Vanwyck Expressway","Richmond Hill","NY","11418",NA,"Medical Facility","medical","Hospital","Medical"
3129,"Kenmore Mercy Hospital","KENMHNY","2950 Elmwood Ave","Kenmore","NY","14217",NA,"Medical Facility","medical","Medical","Medical"
3130,"Lockport Memorial Hospital","LOCMHNY","6001 Shimer Dr","Lockport","NY","14094",NA,"Medical Facility","medical","Medical","Medical"
3131,"Nassau Univ Med Ctr","NUMCENY","2201 Hempstead Turnpike","East Meadow","NY","11554",NA,"Medical Facility","medical","Medical","Medical"
3132,"Orange Regional Med Ctr","OGRMCNY","707 E Main Syreet","Middletown","NY","10940",NA,"Medical Facility","medical","Hospital","Medical"
3133,"New York Presbyterian Hospital","PRESBNY",NA,NA,"NY",NA,NA,"Medical Facility","medical","Hospital","Medical"
3134,"Rochester General Hospital","ROCGHNY","1425 Portland Ave","Rochester","NY","14621",NA,"Medical Facility","medical","Hospital","Medical"
3135,"Sunrise Hospital","SNTRHNY",NA,NA,"NY",NA,NA,"Medical Facility","medical","Medical","Medical"
3136,"Spring Valley Hospital","SPRHONY",NA,NA,"NY",NA,NA,"Medical Facility","medical","Medical","Medical"
3137,"Southside Hosp Northwell Hlth","SSHNHNY","301 E Main St","Bay Shore","NY","11706",NA,"Medical Facility","medical","Medical","Medical"
3138,"Strong Memorial Hospital","STRMONY","601 Elmwood Ave","Rochester","NY","14642",NA,"Medical Facility","medical","Hospital","Medical"
3139,"Uhs Wilson Medical Center","UHSHONY","33-57 Harrison Street","Johnson City","NY","13790",NA,"Medical Facility","medical","Medical","Medical"
3140,"United Memorial Med Ctr","UMEMCNY","127 North St","Batavia","NY","14020",NA,"Medical Facility","medical","Hospital","Medical"
3141,"Unity Hospital","UNIHONY","1555 Long Pond Road","Rochester","NY","14626",NA,"Medical Facility","medical","Medical","Medical"
3142,"Mercy Health - Tiffin Hospital","MHTFHOH","45 St Lawrence Dr","Tiffin","OH","44883",NA,"Medical Facility","medical","Hospital","Medical"
3143,"St Elizabeth Youngstown Hospital","STELHOH","1044 Belmont Ave","Youngstown","OH","44504",NA,"Medical Facility","medical","Medical","Medical"
3144,"Univ Hosp Geauga Med Ctr","UHGMCOH","13207 Ravenna Rd","Chardon","OH","44024",NA,"Medical Facility","medical","Hospital","Medical"
3145,"Blackwell Regional Hospital","BLKREOK","710 South 13Th Street","Blackwell","OK","74631",NA,"Medical Facility","medical","Hospital","Medical"
3146,"Integris Health Baptist Medical","INTEGOK","5501 N. Portland","Oklahoma City","OK","73112",NA,"Medical Facility","medical","Medical","Medical"
3147,"Integris Health Ponca City Hospita","INTPOOK","1900 N 14th St","Ponca City","OK","74601",NA,"Medical Facility","medical","Hospital","Medical"
3148,"Geisinger Medical Center","GSMCDPA","100 N Academy Ave","Danville","PA","17822",NA,"Medical Facility","medical","Hospital","Medical"
3149,"Milton S. Hershey Medical Center","MHRHOPA","500 University Dr","Hershey","PA","17033",NA,"Medical Facility","medical","Hospital","Medical"
3150,"Mount Nittany Medical Center","MTNITPA","155 Wellness Way","State College","PA","16803",NA,"Medical Facility","medical","Hospital","Medical"
3151,"Penn Highlands Clearfield","MVPNHPA","809 Turnpike Ave","Clearfield","PA","16830",NA,"Medical Facility","medical","Hospital","Medical"
3152,"READING HOSPITAL","RDHOSPA","420 S 5th Ave","West Reading","PA","19611",NA,"Medical Facility","medical","Medical","Medical"
3153,"UPMC Altoona","UPMCAPA","620 Howard Road","Altoona","PA","16601",NA,"Medical Facility","medical","Hospital","Medical"
3154,"UPMC Presbyterian Hospital","UPMCPPA","200 Lothrop St","Pittsburgh","PA","15213",NA,"Medical Facility","medical","Medical","Medical"
3155,"Bayamon Hospital","BAYAMPR","100 Laurel Avenue","Bayamon","PR","00956",NA,"Medical Facility","medical","Hospital","Medical"
3156,"Kent Hospital","KENTHRI","455 Toll Gate Rd","Warwick","RI","02886",NA,"Medical Facility","medical","Hospital","Medical"
3157,"Miriam Hospital","MIRHPRI","164 Summit Ave","Providence","RI","02906",NA,"Medical Facility","medical","Hospital","Medical"
3158,"Rhode Island Hospital","RIHPRRI","593 Eddy St","Providence","RI","02903",NA,"Medical Facility","medical","Hospital","Medical"
3159,"Columbia Care Center","COLCASC","7901 Farrow Road","Columbia","SC","29203",NA,"Medical Facility","medical","Hospital","Medical"
3160,"Anson General Hospital","ANSGHTX","101 Avenue J","Anson","TX","79501",NA,"Medical Facility","medical","Hospital","Medical"
3161,"Baptist Medical Center","BMCSATX","111 Dallas St","San Antonio","TX","78205",NA,"Medical Facility","medical","Hospital","Medical"
3162,"Baylor Scott White Md Ctr","BSTAYTX","3500 Gaston Avenue","Dallas","TX","75246",NA,"Medical Facility","medical","Hospital","Medical"
3163,"Baylor Scott White Med RR","BSWRRTX","300 University Blvd","Round Rock","TX","78665",NA,"Medical Facility","medical","Hospital","Medical"
3164,"Cross Creek Hospital","CCHAUTX","8402 Cross Park Dr","Austin","TX","78754",NA,"Medical Facility","medical","Hospital","Medical"
3165,"Cedar Crest Hosp Treat","CCHRTTX","3500 I-35 Frontage Rd","Belton","TX","76513",NA,"Medical Facility","medical","Hospital","Medical"
3166,"Chi St Luke's Health Mem","CHISLTX","1201 W Frank Ave","Lufkin","TX","75904",NA,"Medical Facility","medical","Hospital","Medical"
3167,"Christus Santa Rosa Hospital - Med","CHSRHTX","5101 N. O'Connor Blvd","Irving","TX","75039",NA,"Medical Facility","medical","Hospital","Medical"
3168,"Connally Memorial Medical Center","CONHOTX","499 10th St","Floresville","TX","78114",NA,"Medical Facility","medical","Hospital","Medical"
3169,"Chi St Luke's H M Lufkin","CSLLFTX","1201 W Frank Ave","Lufkin","TX","75904",NA,"Medical Facility","medical","Hospital","Medical"
3170,"DSMC - Del Sol Medical Center","DSMCNTX","10301 Gateway Blvd W","El Paso","TX","79925",NA,"Medical Facility","medical","Hospital","Medical"
3171,"El Paso Behavioral Health System","EPBHSTX","1900 Denver Ave","El Paso","TX","79902",NA,"Medical Facility","medical","Hospital","Medical"
3172,"El Paso LTAC Hospital","EPLTATX","1221 N. Cotton, 3rd Floor","El Paso","TX","79904",NA,"Medical Facility","medical","Hospital","Medical"
3173,"Frio Regional Hospital","FRIRHTX","200 Ih-35 South","Pearsall","TX","78061",NA,"Medical Facility","medical","Hospital","Medical"
3174,"Georgetown Behavioral Hospital","GRGBVTX","3101 S Austin Ave","Georgetown","TX","78626",NA,"Medical Facility","medical","Hospital","Medical"
3175,"HCA Houston Hc Conroe","HCAHCTX","504 Medical Center Blvd","Conroe","TX","77304",NA,"Medical Facility","medical","Hospital","Medical"
3176,"Harris County Psychiatric Center","HCPSYTX","2800 S MacGregor Way","Houston","TX","77021",NA,"Medical Facility","medical","Hospital","Medical"
3177,"Harris Health Ben Taub Hospital","HHBTHTX","1504 Taub Loop","Houston","TX","77030",NA,"Medical Facility","medical","Hospital","Medical"
3178,"Houston Healthcare Hosp","HHCHKTX","1313 Hermann Dr","Houston","TX","77004",NA,"Medical Facility","medical","Hospital","Medical"
3179,"Harlingen Medical Center","HMCHOTX","5501 S Expressway 71","Harlingen","TX","78550",NA,"Medical Facility","medical","Hospital","Medical"
3180,"Hendrick Medical Center","HNDMCTX","1900 Pine St","Abilene","TX","79601",NA,"Medical Facility","medical","Hospital","Medical"
3181,"John Peter Smith Hospital","JOPSHTX","1500 S Main St","Fort Worth","TX","76104",NA,"Medical Facility","medical","Medical","Medical"
3182,"Knox County Hospital","KNXCHTX","701 S E 5th St","Knox City","TX","79529",NA,"Medical Facility","medical","Hospital","Medical"
3183,"Harris Health LBJ Hospital","LBJHSTX","5656 Kelley St","Houston","TX","77026",NA,"Medical Facility","medical","Hospital","Medical"
3184,"Limeston Medical Center","LIMMCTX","701 McClintic Dr","Groesbeck","TX","76642",NA,"Medical Facility","medical","Hospital","Medical"
3185,"Laredo Medical Center","LRDMCTX","1700 E Saunders St","Laredo","TX","78041",NA,"Medical Facility","medical","Hospital","Medical"
3186,"Methodist Hospital","METHOTX","7700 Floyd Curl Dr","San Antonio","TX","78229",NA,"Medical Facility","medical","Hospital","Medical"
3187,"Methodist Hospital Metropolitan","MHMSATX","1310 McCullough Ave","San Antonio","TX","78212",NA,"Medical Facility","medical","Hospital","Medical"
3188,"Memorial Hermann NW Hosp","MHNHHTX","1635 N Loop West","Houston","TX","77008",NA,"Medical Facility","medical","Hospital","Medical"
3189,"Methodist Hospital Northeast","MHNSATX","12412 Judson Rd","Live Oak","TX","78233",NA,"Medical Facility","medical","Hospital","Medical"
3190,"Methodist Hospital Stone Oak","MHSOSTX","1139 E Sonterra Blvd","San Antonio","TX","78258",NA,"Medical Facility","medical","Hospital","Medical"
3191,"Methodist Hospital Texsan","MHTSATX","6700 I-10 West","San Antonio","TX","78201",NA,"Medical Facility","medical","Hospital","Medical"
3192,"Midland Memorial Hospital","MIDMHTX","400 Rosalind Redfern Grover Parkway","Midland","TX","79701",NA,"Medical Facility","medical","Medical","Medical"
3193,"Methodist Specialty Transplant Hos","MSTHSTX","8026 Floyd Curl Dr","San Antonio","TX","78229",NA,"Medical Facility","medical","Hospital","Medical"
3194,"Methodist Hospital South","MTHOSTX","1905 Hwy 97 E","Jourdanton","TX","78026",NA,"Medical Facility","medical","Hospital","Medical"
3195,"Northeast Baptist Hospital","NEBHSTX","8811 Village Dr","San Antonio","TX","78217",NA,"Medical Facility","medical","Hospital","Medical"
3196,"Otto Kaiser Memorial Hospital","OKMHKTX","3349 Us-181","Kenedy","TX","78119",NA,"Medical Facility","medical","Hospital","Medical"
3197,"Pam Health Specialty Hospital 1","PAMSATX",NA,NA,"TX",NA,NA,"Medical Facility","medical","Hospital","Medical"
3198,"Parkland Hospital","PKLDHTX","5200 Harry Hines Blvd","Dallas","TX","75235",NA,"Medical Facility","medical","Hospital","Medical"
3199,"Palms Behavioral Health","PLMBHTX","613 Victoria Ln","Harlingen","TX","78550",NA,"Medical Facility","medical","Hospital","Medical"
3200,"Red River Hospital","RDRVHTX","1505 8th St","Wichita Falls","TX","76301",NA,"Medical Facility","medical","Hospital","Medical"
3201,"Rio Grande St.Hospital","RGHOSTX","1401 Rangerville Rd.","Harlingen","TX","78550",NA,"Medical Facility","medical","Hospital","Medical"
3202,"Rio Vista Behv Hlth Hsp","RVBHHTX","1390 Northwestern Drive","El Paso","TX","79912",NA,"Medical Facility","medical","Hospital","Medical"
3203,"St Luke's Health - The Woodlands","SLHTWTX","17200 St Lukes Way","The Woodlands","TX","77384",NA,"Medical Facility","medical","Hospital","Medical"
3204,"TX Health Meth Hosp Heb","THHEBTX","1600 Hospital Pkwy","Bedford","TX","76022",NA,"Medical Facility","medical","Hospital","Medical"
